,	x
hatt	x
ich	x
nicht	x
beachtet	x
.	x
Dieser	x
,	x
als	x
säße	x
der	x
Teufel	x
drin	x
,	x
setzte	x
sich	x
plötzlich	x
in	x
Bewegung	x
und	x
machte	x
Sprünge	x
wie	x
ein	x
Böcklein	x
,	x
und	x
stieß	x
nach	x
mir	x
,	x
bald	x
links	x
,	x
bald	x
rechts	x
,	x
bald	x
hinten	x
,	x
bald	x
vorn	x
,	x
und	x
dann	x
nahm	x
er	x
einen	x
Anlauf	x
und	x
fuhr	x
mir	x
zwischen	x
die	x
Beine	x
,	x
und	x
fort	x
ging	x
'	x
s	x
hoch	x
in	x
die	x
Luft	x
und	x
weg	x
über	x
die	x
Wipfel	x
;	x
und	x
ich	x
mußte	x
zuerst	x
ordentlich	x
lachen	x
,	x
als	x
wir	x
so	x
dahintrabten	x
,	x
hopp	x
hopp	x
,	x
unter	x
dem	x
zurückfliehenden	x
Gewimmel	x
der	x
Sterne	x
,	x
und	x
wie	x
im	x
geschüttelten	x
Frackzipfel	x
gar	x
lustig	x
die	x
Münzen	x
klirrten	x
;	x
aber	x
schon	x
nach	x
fünf	x
Minuten	x
hatt	x
ich	x
es	x
satt	x
gekriegt	x
,	x
denn	x
mein	x
Rößlein	x
war	x
ein	x
harter	x
Traber	x
und	x
warf	x
mich	x
auf	x
und	x
nieder	x
auf	x
seinem	x
hölzernen	x
Rücken	x
,	x
daß	x
mir	x
's	x
war	x
,	x
als	x
würd	x
ich	x
durchgestoßen	x
und	x
aufgespalten	x
bis	x
an	x
den	x
Nabel	x
.	x
Endlich	x
,	x
nach	x
Verlauf	x
einer	x
Ewigkeit	x
von	x
mindestens	x
zwanzig	x
Minuten	x
,	x
kehrte	x
der	x
verflixte	x
Besengaul	x
den	x
Kopf	x
nach	x
unten	x
und	x
den	x
Schweif	x
nach	x
oben	x
und	x
fuhr	x
senkrecht	x
in	x
den	x
geräumigen	x
Schlot	x
eines	x
Hauses	x
,	x
welches	x
einsam	x
in	x
der	x
Wildnis	x
lag	x
.	x
Unter	x
großem	x
Gerassel	x
fiel	x
ich	x
auf	x
den	x
Herd	x
zwischen	x
allerlei	x
Küchengeschirr	x
.	x
Der	x
Besen	x
strich	x
mir	x
mit	x
seinem	x
dürren	x
Reiserschweife	x
noch	x
ein	x
paarmal	x
durchs	x
Gesicht	x
,	x
und	x
dann	x
stand	x
er	x
,	x
in	x
der	x
Ecke	x
am	x
Kamin	x
,	x
stocksteif	x
,	x
wie	x
ein	x
gewöhnlicher	x
Schrupper	x
,	x
der	x
nie	x
was	x
von	x
selber	x
tut	x
.	x
19	x
Verehrte	direct
Schwiegermutter	direct
!	direct
15.	x
August	x
Ich	x
bestätige	x
mit	x
ehrerbietigem	x
Dank	x
den	x
richtigen	x
Empfang	x
der	x
Korrespondenzkarten	x
meiner	x
lieben	x
Frau	x
und	x
habe	x
Ihre	x
gute	x
Meinung	x
daraus	x
ersehen	x
.	x
Es	direct
ist	direct
sehr	direct
schlimm	direct
,	direct
denn	direct
ich	direct
weiß	direct
nicht	direct
,	direct
was	direct
ich	direct
tun	direct
soll	direct
,	direct
damit	direct
sie	direct
nicht	direct
so	direct
vor	direct
mir	direct
erschrickt	direct
,	direct
wenn	direct
ich	direct
vor	direct
ihr	direct
erschrecke	direct
.	direct
Das	direct
Gewitter	direct
steht	direct
über	direct
meinem	direct
Hause	direct
,	direct
der	direct
Blitz	direct
wird	direct
gleich	direct
einschlagen	direct
.	direct
Sie	direct
wissen	direct
alles	direct
,	direct
ich	direct
habe	direct
Ihnen	direct
pflichtgemäß	direct
alles	direct
eingestanden	direct
,	direct
bevor	direct
ich	direct
um	direct
Ihre	direct
Tochter	direct
,	direct
meine	direct
liebe	direct
Frau	direct
,	direct
bei	direct
Ihnen	direct
geworben	direct
habe	direct
...	direct
Meine	direct
Situation	direct
ist	direct
auf	direct
das	direct
höchste	direct
gespannt	direct
–	direct
soll	direct
ich	direct
nicht	direct
abspannen	direct
?	direct
–	x
auch	x
ihr	x
alles	x
eingestehen	x
?	x
!	x
Sie	direct
wird	direct
mich	direct
verachten	direct
;	direct
raten	direct
Sie	direct
mir	direct
!	direct
Es	direct
wird	direct
alles	direct
geschehen	direct
,	direct
nur	direct
mit	direct
Worten	direct
kann	direct
ich	direct
meine	direct
liebe	direct
Frau	direct
nicht	direct
täuschen	direct
,	direct
genug	direct
schon	direct
,	direct
zuviel	direct
,	direct
daß	direct
es	direct
mit	direct
Vertuschen	direct
geschieht	direct
.	direct
Raten	direct
Sie	direct
mir	direct
!	direct
!	direct
20	x
Lieber	direct
Schwiegersohn	direct
!	direct
18.	x
August	x
Die	direct
Frage	direct
,	direct
ob	direct
Sie	direct
alles	direct
gestehen	direct
sollen	direct
,	direct
haben	direct
Sie	direct
wohl	direct
nicht	direct
im	direct
Ernst	direct
gestellt	direct
,	direct
deshalb	direct
erspare	direct
ich	direct
mir	direct
die	direct
Beantwortung	direct
derselben	direct
;	direct
und	direct
was	direct
das	direct
Täuschen	direct
anbetrifft	direct
,	direct
so	direct
muß	direct
ich	direct
sagen	direct
,	direct
wenn	direct
Sie	direct
es	direct
nicht	direct
können	direct
,	direct
so	direct
trachten	direct
Sie	direct
es	direct
zu	direct
lernen	direct
,	direct
denn	direct
wie	direct
wollen	direct
Sie	direct
regieren	direct
,	direct
wenn	direct
Sie	direct
nicht	direct
täuschen	direct
können	direct
?	direct
Und	direct
eine	direct
Frau	direct
nehmen	direct
,	direct
hat	direct
doch	direct
regieren	direct
wollen	direct
geheißen	direct
,	direct
seit	direct
die	direct
Welt	direct
steht	direct
.	direct
21	x
Verehrte	direct
Schwiegermutter	direct
!	direct
20.	x
August	x
Verzeihen	direct
Sie	direct
,	direct
Sie	direct
irren	direct
sich	direct
.	direct
Ich	direct
habe	direct
es	direct
ernst	direct
gemeint	direct
,	direct
das	direct
mit	direct
dem	direct
Gestehen	direct
.	direct
Es	x
ist	x
nicht	x
so	x
kurios	x
,	x
wie	x
es	x
aussieht	x
,	x
weil	x
ich	x
weiß	x
,	x
daß	x
»	x
man	x
«	x
nicht	x
ruhen	x
wird	x
,	x
bevor	x
»	x
man	x
«	x
mich	x
verraten	x
hat	x
.	x
Aber	direct
weil	direct
Sie	direct
es	direct
so	direct
nehmen	direct
,	direct
werde	direct
ich	direct
schweigen	direct
.	direct
Möge	direct
ich	direct
es	direct
nie	direct
bereuen	direct
,	direct
aber	direct
ich	direct
werde	direct
es	direct
bereuen	direct
.	direct
Die	x
Reue	x
ist	x
etwas	x
Schreckliches	x
.	x
Ich	direct
bin	direct
in	direct
ihren	direct
Krallen	direct
zum	direct
Feigling	direct
geworden	direct
.	direct
Könnte	direct
übrigens	direct
auch	direct
auf	direct
einmal	direct
andere	direct
Saiten	direct
aufziehen	direct
;	direct
meine	direct
Schwester	direct
hält	direct
mich	direct
ab	direct
,	direct
sonst	direct
hätte	direct
ich	direct
schon	direct
energische	direct
Maßregeln	direct
ergriffen	direct
.	direct
22	x
Lieber	direct
Schwiegersohn	direct
!	direct
22.	x
August	x
Ihre	direct
Schwester	direct
hat	direct
recht	direct
,	direct
energische	direct
Maßregeln	direct
sollen	direct
Sie	direct
nicht	direct
ergreifen	direct
,	direct
sondern	direct
in	direct
Gottes	direct
Namen	direct
,	direct
wenn	direct
man	direct
Sie	direct
verrät	direct
–	direct
sonderbar	direct
!	direct
ich	direct
meine	direct
eher	direct
sich	direct
–	direct
,	direct
zugeben	direct
,	direct
daß	direct
Sie	direct
das	direct
Unglück	direct
gehabt	direct
haben	direct
,	direct
bei	direct
einer	direct
Kokette	direct
Glück	direct
zu	direct
haben	direct
,	direct
sogleich	direct
jedoch	direct
hinzusetzen	direct
,	direct
daß	direct
der	direct
Mann	direct
Rechenschaft	direct
zu	direct
verlangen	direct
hat	direct
von	direct
der	direct
Vergangenheit	direct
seiner	direct
Frau	direct
,	direct
diese	direct
aber	direct
nicht	direct
von	direct
der	direct
seinen	direct
,	direct
in	direct
bezug	direct
auf	direct
Herzensangelegenheiten	direct
.	direct
Auf	x
Argumente	x
lassen	x
Sie	x
sich	x
,	x
wenn	x
ich	x
Ihnen	x
raten	x
darf	x
,	x
nicht	x
ein	x
,	x
das	x
einzige	x
:	x
»	direct
Es	direct
war	direct
von	direct
jeher	direct
so	direct
«	direct
,	x
ausgenommen	x
,	x
das	x
allerdings	x
schwach	x
ist	x
;	x
aber	x
in	x
dieser	x
Sache	x
gibt	x
es	x
wenig	x
starke	x
,	x
und	x
solange	x
die	x
schwachen	x
gelten	x
...	x
Wir	x
wissen	x
von	x
den	x
meisten	x
Münzen	x
,	x
daß	x
sie	x
den	x
Wert	x
,	x
den	x
sie	x
anzeigen	x
,	x
nicht	x
besitzen	x
–	x
da	x
sie	x
jedoch	x
allenthalben	x
für	x
denselben	x
angenommen	x
werden	x
...	x
Sie	direct
verstehen	direct
mich	direct
.	direct
23	x
22.	x
August	x
Alles	direct
gut	direct
,	direct
mehr	direct
als	direct
gut	direct
.	direct
Wir	x
waren	x
im	x
Schlößchen	x
,	x
um	x
Abschied	x
zu	x
nehmen	x
,	x
Emilie	x
und	x
ich	x
.	x
Albrecht	x
hatte	x
versprochen	x
,	x
uns	x
nachzukommen	x
,	x
erschien	x
aber	x
nicht	x
.	x
Er	direct
hat	direct
wieder	direct
furchtbar	direct
viel	direct
zu	direct
tun	direct
,	x
dachte	x
ich	x
,	x
und	x
entschuldigte	x
ihn	x
auch	x
damit	x
bei	x
Blanka	x
.	x
Statt	direct
dessen	direct
–	direct
wir	direct
sind	direct
noch	direct
gar	direct
nicht	direct
lange	direct
auf	direct
der	direct
Rückfahrt	direct
begriffen	direct
,	direct
und	direct
wen	direct
erblicke	direct
ich	direct
?	direct
...	direct
Niemand	direct
anders	direct
als	direct
meinen	direct
Herrn	direct
Gemahl	direct
,	direct
der	direct
am	direct
Wege	direct
steht	direct
und	direct
nach	direct
uns	direct
(	direct
wäre	direct
ich	direct
ganz	direct
aufrichtig	direct
,	direct
ich	direct
sagte	direct
nach	direct
mir	direct
)	direct
auslugt	direct
,	direct
hoffend	direct
und	direct
harrend	direct
,	direct
wie	direct
eine	direct
männliche	direct
»	direct
Spinnerin	direct
am	direct
Kreuz	direct
«	direct
.	direct
»	direct
Und	direct
das	direct
Ende	direct
vom	direct
Liede	direct
:	direct
eine	direct
grämliche	direct
alte	direct
Jungfer	direct
an	direct
der	direct
Seite	direct
eines	direct
noch	direct
älteren	direct
und	direct
noch	direct
grämlicheren	direct
Junggesellen	direct
,	direct
anstatt	direct
eines	direct
fröhlichen	direct
Mütterchens	direct
in	direct
der	direct
Kinder	direct
-	direct
,	direct
und	direct
will	direct
's	direct
Gott	direct
!	direct
dermaleinst	direct
in	direct
der	direct
Enkelstube	direct
.	direct
Das	direct
ist	direct
ihre	direct
Welt	direct
!	direct
Eine	direct
Wiege	direct
schaukeln	direct
und	direct
Ringelrundtanzen	direct
,	direct
dazu	direct
ist	direct
das	direct
herzige	direct
Waldkind	direct
geboren	direct
.	direct
Tut	direct
der	direct
Natur	direct
nicht	direct
Gewalt	direct
an	direct
,	direct
heiratet	direct
Euer	direct
Herzblättchen	direct
lieber	direct
heute	direct
als	direct
morgen	direct
.	direct
«	direct
In	x
mir	x
wirbelte	x
ein	x
Fieber	x
.	x
Ich	x
zitterte	x
.	x
Was	x
war	x
es	x
denn	x
anders	x
als	x
mein	x
eigenstes	x
brennendes	x
Verlangen	x
,	x
Tag	x
und	x
Nacht	x
wie	x
ein	x
Frevel	x
zurückgedrängt	x
und	x
jeden	x
Augenblick	x
mit	x
Lerchenschlag	x
wieder	x
in	x
die	x
Höhe	x
wirbelnd	x
,	x
was	x
hier	x
von	x
einem	x
braven	x
,	x
menschenkundigen	x
Freunde	x
mir	x
vorgehalten	x
ward	x
nicht	x
nur	x
als	x
mein	x
gutes	x
Recht	x
,	x
sondern	x
als	x
Pflicht	x
und	x
Schuldigkeit	x
,	x
wie	x
Natur	x
und	x
Vernunft	x
sie	x
heischten	x
?	x
»	direct
Ja	direct
,	direct
«	direct
stammelte	x
ich	x
,	x
»	direct
ja	direct
,	direct
wenn	direct
es	direct
sich	direct
um	direct
mich	direct
handelte	direct
,	direct
um	direct
mein	direct
Glück	direct
allein	direct
–	direct
wenn	direct
–	direct
–	direct
«	direct
Der	x
Alte	x
ließ	x
mich	x
den	x
Satz	x
nicht	x
vollenden	x
.	x
Wir	x
hatten	x
unseren	x
Garten	x
erreicht	x
,	x
Lori	x
ordnete	x
in	x
der	x
Laube	x
bereits	x
die	x
gesammelten	x
Schätze	x
.	x
»	direct
Wißt	direct
Ihr	direct
,	direct
was	direct
ein	direct
Kalmäuser	direct
ist	direct
,	direct
Kalmäuser	direct
?	direct
«	direct
fragte	x
der	x
Doktor	x
,	x
indem	x
er	x
am	x
Eingange	x
stehenblieb	x
.	x
Ich	x
zwang	x
mich	x
zum	x
Lachen	x
.	x
»	direct
Nun	direct
,	direct
«	direct
erwiderte	x
ich	x
,	x
»	direct
wie	direct
Ihr	direct
,	direct
Physikus	direct
,	direct
die	direct
Spezies	direct
begutachten	direct
mögt	direct
,	direct
so	direct
eine	direct
Art	direct
von	direct
intellektuellem	direct
Mondkalb	direct
und	direct
gefühlvollem	direct
Wasserkopf	direct
;	direct
oder	direct
auch	direct
nur	direct
ein	direct
armer	direct
milzsüchtiger	direct
Schächer	direct
,	direct
der	direct
zum	direct
Leben	direct
nicht	direct
das	direct
Zeug	direct
hat	direct
und	direct
zum	direct
Sterben	direct
keinen	direct
Mut	direct
.	direct
«	direct
»	direct
Umgedreht	direct
würde	direct
allenfalls	direct
ein	direct
Schuh	direct
daraus	direct
,	direct
Psychikus	direct
,	direct
«	direct
versetzte	x
der	x
Alte	x
gleichfalls	x
lachend	x
,	x
aber	x
äußerst	x
ungezwungen	x
:	x
»	direct
Zum	direct
Leben	direct
keinen	direct
Mut	direct
und	direct
zum	direct
Sterben	direct
nicht	direct
das	direct
Zeug	direct
,	direct
denn	direct
diese	direct
Bedenklichkeitskommissarien	direct
sind	direct
eine	direct
zähe	direct
Sorte	direct
.	direct
Vergleichen	x
wir	x
ihn	x
dahero	x
,	x
anstatt	x
einem	x
Mondkalb	x
,	x
lieber	x
so	x
einem	x
graufelligen	x
Gutfreund	x
,	x
der	x
das	x
süßduftende	x
Heubündel	x
beschnuppert	x
und	x
–	x
mit	x
einem	x
Mordhunger	x
im	x
Leibe	x
–	x
nicht	x
hineinzubeißen	x
wagt	x
,	x
weil	x
er	x
schwarz	x
auf	x
weiß	x
nicht	x
belegen	x
kann	x
,	x
daß	x
das	x
Heu	x
auch	x
just	x
für	x
ihn	x
auf	x
unseres	x
Herrgotts	x
Wiese	x
gewachsen	x
sei	x
.	x
Zum	direct
Segen	direct
für	direct
seinen	direct
Appetit	direct
ist	direct
nun	direct
aber	direct
ein	direct
gutmütiges	direct
Hexchen	direct
bei	direct
der	direct
Hand	direct
,	direct
das	direct
ihm	direct
den	direct
legalen	direct
Beweis	direct
ad	direct
oculos	direct
zu	direct
demonstrieren	direct
vermag	direct
.	direct
«	direct
»	direct
Kommen	direct
Sie	direct
einmal	direct
her	direct
,	direct
kleines	direct
Fräulein	direct
,	direct
«	direct
rief	x
er	x
nach	x
der	x
Laube	x
hinüber	x
.	x
»	direct
Ich	direct
will	direct
Ihnen	direct
rasch	direct
den	direct
Puls	direct
einmal	direct
fühlen	direct
.	direct
«	direct
»	direct
Ums	direct
Himmels	direct
willen	direct
,	direct
seid	direct
Ihr	direct
toll	direct
geworden	direct
,	direct
Weise	direct
?	direct
«	direct
schrie	x
ich	x
,	x
ihn	x
bei	x
den	x
Schultern	x
packend	x
.	x
Schon	x
jedoch	x
war	x
das	x
flinke	x
Kind	x
herbeigesprungen	x
und	x
hielt	x
verwundert	x
dem	x
Alten	x
das	x
Händchen	x
hin	x
.	x
Der	x
faßte	x
sie	x
,	x
statt	x
an	x
den	x
Puls	x
,	x
unter	x
das	x
Kinn	x
,	x
richtete	x
es	x
in	x
die	x
Höh	x
,	x
daß	x
unsere	x
Augen	x
sich	x
begegnen	x
mußten	x
,	x
und	x
sagte	x
mit	x
einem	x
Tone	x
,	x
dessen	x
Feierlichkeit	x
mich	x
in	x
anderer	x
Stimmung	x
zum	x
Lachen	x
gebracht	x
haben	x
würde	x
:	x
»	direct
Sehen	direct
Sie	direct
sich	direct
einmal	direct
gegenwärtiges	direct
Väterchen	direct
recht	direct
genau	direct
von	direct
oben	direct
nach	direct
unten	direct
darauf	direct
an	direct
,	direct
Fräulchen	direct
;	direct
möchten	direct
Sie	direct
es	direct
wohl	direct
zum	direct
Manne	direct
haben	direct
?	direct
Halt	direct
,	direct
halt	direct
!	direct
nicht	direct
so	direct
fix	direct
mit	direct
dem	direct
Nicken	direct
!	direct
Ich	direct
meine	direct
,	direct
würden	direct
Sie	direct
ihm	direct
als	direct
Ihrem	direct
richtigen	direct
Ehemann	direct
so	direct
gut	direct
sein	direct
können	direct
,	direct
wie	direct
bisher	direct
als	direct
Ihrem	direct
Lehrer	direct
und	direct
Freund	direct
?	direct
«	direct
»	direct
O	direct
,	direct
so	direct
gut	direct
,	direct
über	direct
alles	direct
gut	direct
!	direct
«	direct
rief	x
Lori	x
,	x
indem	x
sie	x
freudig	x
,	x
aber	x
auch	x
nicht	x
mit	x
einer	x
Schattierung	x
höheren	x
Rotes	x
auf	x
den	x
Wangen	x
zu	x
mir	x
aufblickte	x
.	x
»	direct
Prosit	direct
,	direct
es	direct
gedeihe	direct
!	direct
«	direct
sagte	x
der	x
Alte	x
,	x
legte	x
unsere	x
Hände	x
ineinander	x
und	x
wendete	x
sich	x
stracks	x
zum	x
Gehen	x
.	x
»	direct
Vergeßt	direct
nicht	direct
,	direct
daß	direct
ich	direct
mir	direct
einen	direct
Kuppelpelz	direct
verdient	direct
habe	direct
!	direct
«	direct
rief	x
er	x
noch	x
zurück	x
,	x
dann	x
stapfte	x
er	x
weiter	x
in	x
die	x
Heide	x
hinein	x
.	x
Ich	x
stand	x
wie	x
vernichtet	x
.	x
Scham	x
und	x
Seligkeit	x
stritten	x
widereinander	x
in	x
meiner	x
Brust	x
.	x
–	x
–	x
Mit	direct
mir	direct
ist	direct
Adolf	direct
böse	direct
.	direct
Und	direct
im	direct
Grunde	direct
kann	direct
ich	direct
es	direct
ihm	direct
nicht	direct
verdenken	direct
.	direct
Ich	x
war	x
nämlich	x
,	x
solange	x
die	x
Welt	x
steht	x
,	x
der	x
erste	x
Referendar	x
,	x
der	x
nach	x
Stolberg	x
kam	x
und	x
ihm	x
keinen	x
Besuch	x
machte	x
.	x
Das	x
heißt	x
,	x
Pardon	x
:	x
Besuch	x
...	x
es	x
handelte	x
sich	x
eben	x
nicht	x
um	x
einen	x
Besuch	x
,	x
sondern	x
um	x
eine	x
Audienz	x
,	x
um	x
die	x
man	x
schriftlich	x
einkommen	x
mußte	x
.	x
Man	x
wurde	x
dann	x
auf	x
eine	x
bestimmte	x
Stunde	x
befohlen	x
,	x
und	x
nachdem	x
man	x
diese	x
bestimmte	x
Stunde	x
lang	x
im	x
Frack	x
gewartet	x
hatte	x
,	x
wurde	x
einem	x
durch	x
eine	x
gelb-schwarze	x
Hofschranze	x
mitgeteilt	x
,	x
daß	x
Illustrissimus	x
von	x
den	x
heutigen	x
Audienzen	x
schon	x
zu	x
ermüdet	x
sei	x
und	x
.	x
.	x
nun	x
ja	x
:	x
man	x
möchte	x
ein	x
andermal	x
wiederkommen	x
.	x
Solche	x
Vergnügungen	x
haben	x
für	x
mich	x
nun	x
immer	x
verflucht	x
wenig	x
Reiz	x
gehabt	x
,	x
und	x
ich	x
verzichtete	x
daher	x
leichten	x
Herzens	x
darauf	x
.	x
Die	x
Folge	x
war	x
,	x
daß	x
man	x
alsbald	x
bei	x
Hofe	x
von	x
mir	x
als	x
von	x
einem	x
revolutionären	x
Verbrecher	x
sprach	x
und	x
die	x
Frage	x
in	x
ernstliche	x
Erwägung	x
zog	x
,	x
ob	x
man	x
nicht	x
durch	x
eine	x
diplomatische	x
Intervention	x
beim	x
Königlichen	x
Hofe	x
zu	x
Berlin	x
die	x
gestörte	x
Ordnung	x
wiederherstellen	x
,	x
beziehungsweise	x
Genugtuung	x
fordern	x
solle	x
.	x
Man	x
kam	x
jedoch	x
von	x
diesem	x
Gedanken	x
wieder	x
ab	x
,	x
weil	x
man	x
sich	x
überlegte	x
,	x
daß	x
die	x
Hohenzollern	x
doch	x
noch	x
ein	x
zu	x
junges	x
Geschlecht	x
seien	x
,	x
als	x
daß	x
man	x
sich	x
mit	x
ihnen	x
in	x
einen	x
standesgemäßen	x
Konnex	x
setzen	x
könnte	x
.	x
Statt	x
dessen	x
wußte	x
man	x
es	x
durchzusetzen	x
,	x
daß	x
die	x
»	x
guten	x
«	x
Stoiberger	x
Familien	x
mich	x
nach	x
und	x
nach	x
boykottierten	x
,	x
das	x
heißt	x
,	x
auf	x
meinen	x
Besuch	x
hin	x
nicht	x
mehr	x
einluden	x
.	x
Wer	direct
mich	direct
kennt	direct
,	direct
wird	direct
nun	direct
denken	direct
,	direct
hierauf	direct
hätte	direct
ich	direct
es	direct
eigentlich	direct
abgesehen	direct
gehabt	direct
,	direct
aber	direct
ich	direct
kann	direct
auf	direct
Ehrenwort	direct
versichern	direct
,	direct
daß	direct
ich	direct
auf	direct
eine	direct
solche	direct
Wirkung	direct
ursprünglich	direct
nicht	direct
zu	direct
hoffen	direct
gewagt	direct
hatte	direct
,	direct
sondern	direct
sie	direct
später	direct
als	direct
reine	direct
,	direct
unverdiente	direct
Gnade	direct
empfand	direct
.	direct
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
–	x
Aber	direct
was	direct
red	direct
ich	direct
denn	direct
so	direct
viel	direct
von	direct
Stolberg-Stolberg	direct
;	direct
ich	direct
will	direct
ja	direct
eine	direct
Geschichte	direct
erzählen	direct
,	direct
die	direct
Geschichte	direct
vom	direct
gastfreien	direct
Pastor	direct
.	direct
II	x
Der	x
einzige	x
Freund	x
,	x
den	x
ich	x
in	x
Stolberg	x
zurückgelassen	x
habe	x
und	x
mit	x
dem	x
ich	x
jetzt	x
noch	x
hin	x
und	x
wieder	x
fröhliche	x
Karten	x
wechsele	x
,	x
ist	x
merkwürdigerweise	x
der	x
Hotelbesitzer	x
und	x
Weinhändler	x
Eberhard	x
.	x
Bei	x
ihm	x
,	x
in	x
dem	x
alten	x
Gastzimmer	x
,	x
fand	x
ich	x
bald	x
die	x
Gemütlichkeit	x
,	x
um	x
die	x
mich	x
die	x
»	x
Gesellschaft	x
«	x
Stolbergs	x
durch	x
Verschließung	x
ihrer	x
»	x
Häuslichkeit	x
«	x
zu	x
bringen	x
den	x
Versuch	x
am	x
untauglichen	x
Objekte	x
gemacht	x
hatte	x
.	x
Es	x
war	x
etwas	x
Besonderes	x
,	x
dieses	x
alte	x
Gastzimmer	x
.	x
Es	x
hatte	x
seine	x
verborgenen	x
Tiefen	x
und	x
gefährlichen	x
Heimlichkeiten	x
wie	x
ein	x
Buch	x
von	x
Friedrich	x
Nietzsche	x
.	x
Da	x
ging	x
es	x
plötzlich	x
ein	x
paar	x
Stufen	x
in	x
die	x
Höhe	x
,	x
dann	x
wieder	x
